,id,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
104,227,8288947,K01142.01,Kepler-778 b,CONFIRMED,CANDIDATE,,,,,,3.75577,3.8e-05,-3.8e-05,133.4295,0.0034,-0.0034,0.72,0.42,-0.42,2.2714,,,445,,,1.7,1.2,-1.2,943.0,,,,,,30.6,,,5278.0,94.0,-94.0,4.62,0.3,-0.3,0.74,0.51,-0.51,287.47742,44.237511,15.764
106,232,10797460,K00752.02,Kepler-227 c,CONFIRMED,CANDIDATE,,,,,,54.41759,0.00093,-0.00093,162.5179,0.0058,-0.0058,0.66,0.36,-0.36,4.6085,,,875,,,3.1,1.5,-1.5,483.0,,,,,,28.7,,,5763.0,130.0,-130.0,4.41,0.3,-0.3,0.99,0.47,-0.47,291.93423,48.141651,15.347
107,233,10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,,,,,,3.709191,2.5e-05,-2.5e-05,133.9857,0.0022,-0.0022,0.595,0.1,-0.1,2.6782,,,136,,,1.2,0.08,-0.08,1185.0,,,,,,56.0,,,5853.0,50.0,-50.0,4.46,0.1,-0.1,0.991,0.063,-0.063,295.64871,48.49556,12.772
108,236,10854555,K00755.01,Kepler-664 b,CONFIRMED,CANDIDATE,,,,,,2.525612,1.3e-05,-1.3e-05,171.5919,0.0015,-0.0015,0.75,0.44,-0.44,1.648,,,668,,,2.8,1.3,-1.3,1382.0,,,,,,49.1,,,5953.0,119.0,-119.0,4.44,0.3,-0.3,1.0,0.44,-0.44,288.75488,48.2262,15.509
111,239,10872983,K00756.03,Kepler-228 b,CONFIRMED,CANDIDATE,,,,,,2.566575,6.5e-05,-6.5e-05,179.5611,0.0066,-0.0066,0.876,0.1,-0.1,2.5026,,,204,,,1.56,0.72,-0.72,1336.0,,,,,,17.5,,,6014.0,138.0,-138.0,4.51,0.3,-0.3,0.94,0.43,-0.43,296.28613,48.22467,15.714
114,243,7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,,,,,,4.601836,1.9e-05,-1.9e-05,169.9783,0.0013,-0.0013,0.67,0.32,-0.32,2.2357,,,730,,,2.2,1.1,-1.1,890.0,,,,,,73.8,,,5122.0,78.0,-78.0,4.55,0.3,-0.3,0.76,0.37,-0.37,296.48343,42.663429,15.024
115,245,7135852,K00875.01,Kepler-1729 b,CONFIRMED,CANDIDATE,,,,,,4.220959,8.5e-06,-8.5e-06,170.62188,0.00063,-0.00063,0.6,0.19,-0.19,3.0104,,,2261,,,2.77,0.11,-0.11,691.0,,,,,,179.0,,,4389.0,61.0,-61.0,4.74,0.3,-0.3,0.56,0.011,-0.011,296.69394,42.62611,15.692
118,249,7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,,,,,,20.83798,0.00027,-0.00027,132.0775,0.0064,-0.0064,0.921,0.1,-0.1,2.6086,,,335,,,1.39,0.13,-0.13,427.0,,,,,,15.2,,,4500.0,100.0,-100.0,4.7,0.2,-0.2,0.594,0.025,-0.025,293.63696,42.82497,15.019
119,250,7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,,,,,,23.58906,0.00023,-0.00023,173.8198,0.0033,-0.0033,0.908,0.1,-0.1,4.879,,,1176,,,3.0,4.0,-4.0,480.0,,,,,,52.3,,,4922.0,72.0,-72.0,4.6,0.3,-0.3,0.7,0.93,-0.93,297.46002,42.83992,15.316
121,253,1161345,K00984.01,Kepler-1973 b,CONFIRMED,CANDIDATE,,,,,,4.2873775,4.6e-06,-4.6e-06,262.06411,0.00027,-0.00027,0.69,0.37,-0.37,1.548,,,1071,,,3.19,0.31,-0.31,1023.0,,,,,,159.8,,,5515.0,50.0,-50.0,4.51,0.1,-0.1,0.92,0.03,-0.03,291.0488,36.839882,11.631
122,255,2854698,K00986.01,Kepler-260 b,CONFIRMED,CANDIDATE,,,,,,8.18746,4.9e-05,-4.9e-05,260.8668,0.0017,-0.0017,0.34,0.45,-0.45,3.0823,,,524,,,2.04,0.9,-0.9,791.0,,,,,,61.7,,,5250.0,250.0,-250.0,4.49,0.2,-0.2,0.9,0.39,-0.39,291.92596,38.014118,14.138
123,257,7295235,K00987.01,Kepler-743 b,CONFIRMED,CANDIDATE,,,,,,3.179262,1.2e-05,-1.2e-05,261.84124,0.00085,-0.00085,0.41,0.74,-0.74,1.006,,,194,,,1.28,0.43,-0.43,1143.0,,,,,,62.9,,,5542.0,50.0,-50.0,4.5,0.1,-0.1,0.917,0.051,-0.051,295.57416,42.806438,12.55
124,258,2302548,K00988.01,Kepler-261 b,CONFIRMED,CANDIDATE,,,,,,10.381209,4e-05,-4e-05,268.0236,0.001,-0.001,0.0245,0.1,-0.1,2.8096,,,802,,,2.21,0.1,-0.1,690.0,,,,,,114.1,,,5218.0,58.0,-58.0,4.58,0.1,-0.1,0.799,0.033,-0.033,291.36478,37.609169,13.562
125,265,10154388,K00991.01,Kepler-744 b,CONFIRMED,CANDIDATE,,,,,,12.062148,8.7e-05,-8.7e-05,138.2238,0.0025,-0.0025,0.13,0.82,-0.82,2.0178,,,292,,,2.7,1.3,-1.3,1013.0,,,,,,40.8,,,5938.0,106.0,-106.0,4.07,0.3,-0.3,1.57,0.64,-0.64,296.49612,47.182861,13.581
126,266,2849805,K01116.01,Kepler-773 b,CONFIRMED,CANDIDATE,,,,,,3.749103,2.8e-05,-2.8e-05,135.1082,0.0024,-0.0024,0.79,0.5,-0.5,1.7549,,,181,,,1.57,0.28,-0.28,1196.0,,,,,,43.1,,,5746.0,50.0,-50.0,4.4,0.1,-0.1,1.05,0.11,-0.11,290.88467,38.057571,13.333
127,267,3114811,K01117.01,Kepler-774 b,CONFIRMED,CANDIDATE,,,,,,11.08942,0.00014,-0.00014,141.7643,0.0047,-0.0047,0.768,0.1,-0.1,6.3607,,,161,,,2.2,0.32,-0.32,1084.0,,,,,,47.0,,,6405.0,50.0,-50.0,4.16,0.1,-0.1,1.58,0.23,-0.23,291.03192,38.21196,12.808
128,279,10910878,K00757.03,Kepler-229 b,CONFIRMED,CANDIDATE,,,,,,6.252948,4.5e-05,-4.5e-05,171.2995,0.0021,-0.0021,0.01,0.51,-0.51,2.5645,,,984,,,2.1,1.2,-1.2,755.0,,,,,,44.8,,,5099.0,77.0,-77.0,4.65,0.3,-0.3,0.7,0.38,-0.38,286.99948,48.37579,15.841
129,280,10987985,K00758.01,Kepler-665 b,CONFIRMED,CANDIDATE,,,,,,16.01285,0.00013,-0.00013,176.3641,0.0028,-0.0028,0.78,0.83,-0.83,3.3152,,,1185,,,2.7,3.0,-3.0,553.0,,,,,,43.9,,,4949.0,90.0,-90.0,4.59,0.3,-0.3,0.71,0.77,-0.77,297.02563,48.478588,15.39
131,283,11018648,K00759.02,Kepler-230 c,CONFIRMED,CANDIDATE,,,,,,91.7743,0.0019,-0.0019,193.8328,0.0092,-0.0092,0.888,0.1,-0.1,6.8723,,,676,,,2.6,1.1,-1.1,363.0,,,,,,18.1,,,5608.0,80.0,-80.0,4.56,0.3,-0.3,0.83,0.34,-0.34,285.71854,48.505859,15.082
132,284,11138155,K00760.01,Kepler-1976 b,CONFIRMED,CANDIDATE,,,,,,4.9593347,1.9e-06,-1.9e-06,172.25693,0.00012,-0.00012,0.841,0.1,-0.1,2.2234,,,9862,,,10.9,4.0,-4.0,1096.0,,,,,,791.2,,,6095.0,126.0,-126.0,4.5,0.3,-0.3,0.96,0.35,-0.35,292.16705,48.727589,15.263
133,286,11153539,K00762.01,Kepler-666 b,CONFIRMED,CANDIDATE,,,,,,4.49884,5.8e-05,-5.8e-05,171.3444,0.0037,-0.0037,0.834,0.1,-0.1,4.0348,,,514,,,2.5,1.0,-1.0,1126.0,,,,,,33.6,,,6057.0,118.0,-118.0,4.5,0.3,-0.3,0.96,0.4,-0.4,298.45685,48.791592,15.395
134,288,11304958,K00764.01,Kepler-667 b,CONFIRMED,CANDIDATE,,,,,,41.43954,0.00026,-0.00026,208.9318,0.0022,-0.0022,0.47,0.1,-0.1,10.6241,,,2791,,,4.7,3.8,-3.8,474.0,,,,,,153.5,,,5353.0,125.0,-125.0,4.46,0.3,-0.3,0.88,0.71,-0.71,295.55505,49.017342,15.4
135,289,11391957,K00765.01,Kepler-668 b,CONFIRMED,CANDIDATE,,,,,,8.353917,5.2e-05,-5.2e-05,171.6322,0.0019,-0.0019,0.68,0.54,-0.54,2.3351,,,1018,,,2.8,1.2,-1.2,799.0,,,,,,49.3,,,5612.0,78.0,-78.0,4.58,0.3,-0.3,0.82,0.29,-0.29,285.49924,49.277351,15.317
136,290,5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,,,,,,17.855149,1e-05,-1e-05,146.59692,0.00021,-0.00021,0.03,0.1,-0.1,7.4066,,,9155,,,13.4,6.6,-6.6,912.0,,,,,,1173.1,,,6635.0,71.0,-71.0,4.25,0.3,-0.3,1.4,0.69,-0.69,297.45374,41.01099,11.353
139,294,7366258,K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,,,,,,2.382961,2.4e-05,-2.4e-05,135.0785,0.003,-0.003,0.18,0.1,-0.1,2.186,,,246,,,1.41,0.64,-0.64,1294.0,,,,,,32.4,,,5700.0,106.0,-106.0,4.49,0.3,-0.3,0.9,0.41,-0.41,292.87338,42.966141,15.158
141,296,7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,,,,,,226.8897,0.0053,-0.0053,207.3589,0.0057,-0.0057,0.85,0.1,-0.1,8.2367,,,2745,,,4.41,0.66,-0.66,236.0,,,,,,50.3,,,5207.0,80.0,-80.0,4.64,0.3,-0.3,0.722,0.099,-0.099,294.90973,42.935261,15.859
144,301,1432789,K00992.01,Kepler-745 b,CONFIRMED,CANDIDATE,,,,,,9.93161,0.00021,-0.00021,136.4865,0.0079,-0.0079,0.792,0.1,-0.1,5.8836,,,362,,,1.85,0.86,-0.86,806.0,,,,,,28.8,,,5841.0,113.0,-113.0,4.54,0.3,-0.3,0.88,0.41,-0.41,291.49942,37.05928,15.214
146,303,1718189,K00993.02,Kepler-262 b,CONFIRMED,CANDIDATE,,,,,,13.06062,0.00016,-0.00016,137.6377,0.0061,-0.0061,0.34,0.61,-0.61,2.9662,,,218,,,1.3,0.58,-0.58,732.0,,,,,,19.6,,,5823.0,77.0,-77.0,4.54,0.3,-0.3,0.88,0.38,-0.38,290.72867,37.252651,14.246
148,311,2165002,K00999.02,Kepler-263 c,CONFIRMED,CANDIDATE,,,,,,47.33465,0.00049,-0.00049,151.4112,0.0049,-0.0049,0.64,0.46,-0.46,4.9055,,,1279,,,2.89,0.84,-0.84,417.0,,,,,,19.3,,,5245.0,83.0,-83.0,4.57,0.3,-0.3,0.77,0.21,-0.21,292.46976,37.567791,15.391
149,314,5735762,K00148.01,Kepler-48 b,CONFIRMED,CANDIDATE,,,,,,4.777981,1.4e-05,-1.4e-05,124.063,0.0011,-0.0011,0.675,0.1,-0.1,3.582,,,520,,,2.14,0.12,-0.12,937.0,,,,,,102.8,,,5190.0,44.0,-44.0,4.49,0.1,-0.1,0.888,0.047,-0.047,299.13922,40.94902,13.04
150,316,6362874,K01128.01,Kepler-775 b,CONFIRMED,CANDIDATE,,,,,,0.9748764,4e-06,-4e-06,133.07338,0.00066,-0.00066,0.82,0.1,-0.1,1.7682,,,200,,,1.41,0.09,-0.09,1643.0,,,,,,93.2,,,5480.0,50.0,-50.0,4.52,0.1,-0.1,0.878,0.051,-0.051,291.43329,41.703442,13.507
151,317,6272413,K01129.01,Kepler-776 b,CONFIRMED,CANDIDATE,,,,,,4.897134,6e-05,-6e-05,133.4051,0.0042,-0.0042,0.81,0.91,-0.91,2.0102,,,326,,,1.5,1.6,-1.6,841.0,,,,,,19.2,,,5023.0,86.0,-86.0,4.57,0.3,-0.3,0.73,0.72,-0.72,287.27264,41.635559,15.456
152,325,11403044,K00766.01,Kepler-669 b,CONFIRMED,CANDIDATE,,,,,,4.125573,1.2e-05,-1.2e-05,169.74927,0.00098,-0.00098,0.67,0.11,-0.11,3.2063,,,1466,,,4.0,1.7,-1.7,1186.0,,,,,,136.9,,,6098.0,129.0,-129.0,4.47,0.3,-0.3,0.99,0.41,-0.41,291.93616,49.253979,15.506
153,326,11414511,K00767.01,Kepler-670 b,CONFIRMED,CANDIDATE,,,,,,2.81650521,5.2e-07,-5.2e-07,170.966908,5.4e-05,-5.4e-05,0.02,0.13,-0.13,2.4984,,,16936,,,12.0,6.1,-6.1,1241.0,,,,,,1945.5,,,5597.0,102.0,-102.0,4.44,0.3,-0.3,0.94,0.48,-0.48,297.01547,49.225288,15.052
154,329,11460018,K00769.01,Kepler-671 b,CONFIRMED,CANDIDATE,,,,,,4.280969,2.5e-05,-2.5e-05,171.8946,0.0018,-0.0018,0.71,0.24,-0.24,3.0192,,,690,,,2.3,1.2,-1.2,1009.0,,,,,,64.8,,,5629.0,90.0,-90.0,4.57,0.3,-0.3,0.82,0.42,-0.42,294.26581,49.314091,15.356
155,333,11507101,K00773.01,Kepler-672 b,CONFIRMED,CANDIDATE,,,,,,38.37784,0.00052,-0.00052,172.8166,0.0047,-0.0047,0.02,0.75,-0.75,5.743,,,664,,,2.3,1.1,-1.1,523.0,,,,,,36.5,,,5899.0,126.0,-126.0,4.53,0.3,-0.3,0.9,0.41,-0.41,291.72202,49.480869,15.172
157,336,7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,,,,,,3.336205,2e-05,-2e-05,135.3087,0.0019,-0.0019,0.4,0.27,-0.27,2.0917,,,466,,,1.45,0.45,-0.45,910.0,,,,,,44.0,,,5010.0,80.0,-80.0,4.66,0.3,-0.3,0.68,0.21,-0.21,288.64252,43.039291,15.067
158,339,7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,,,,,,8.010944,6.9e-05,-6.9e-05,170.2057,0.0029,-0.0029,0.948,0.1,-0.1,3.4129,,,1045,,,2.09,0.12,-0.12,478.0,,,,,,37.7,,,3855.0,200.0,-200.0,4.75,0.3,-0.3,0.498,0.023,-0.023,294.77393,43.056301,15.847
159,342,7458762,K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,,,,,,7.411138,4.3e-05,-4.3e-05,175.3459,0.002,-0.002,0.77,0.45,-0.45,2.5934,,,642,,,2.5,1.4,-1.4,890.0,,,,,,53.4,,,5803.0,111.0,-111.0,4.52,0.3,-0.3,0.89,0.48,-0.48,295.65149,43.029831,15.031
160,344,757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,,,,,,8.8849176,4.1e-06,-4.1e-06,169.99111,0.00015,-0.00015,0.02,0.45,-0.45,2.0809,,,15827,,,9.4,7.5,-7.5,721.0,,,,,,759.3,,,5152.0,93.0,-93.0,4.54,0.3,-0.3,0.77,0.61,-0.61,291.1376,36.577381,15.264
161,345,7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,,,,,,8.0988814,7.3e-06,-7.3e-06,176.62339,0.00031,-0.00031,0.01,0.67,-0.67,4.2109,,,6829,,,8.2,3.5,-3.5,957.0,,,,,,470.1,,,6171.0,115.0,-115.0,4.47,0.3,-0.3,1.0,0.43,-0.43,282.69952,43.272739,15.261
162,346,7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,,,,,,10.006563,6.7e-05,-6.7e-05,176.9659,0.0023,-0.0023,0.769,0.1,-0.1,5.1152,,,908,,,3.1,1.6,-1.6,854.0,,,,,,75.5,,,6040.0,111.0,-111.0,4.51,0.3,-0.3,0.95,0.49,-0.49,283.63077,43.379398,15.063
164,349,1871056,K01001.01,Kepler-264 b,CONFIRMED,CANDIDATE,,,,,,40.80686,0.00073,-0.00073,155.7178,0.0062,-0.0062,0.805,0.1,-0.1,14.048,,,316,,,4.8,1.2,-1.2,843.0,,,,,,60.7,,,6235.0,118.0,-118.0,3.8,0.3,-0.3,2.43,0.6,-0.6,292.04462,37.37624,13.038
165,351,1865042,K01002.01,Kepler-746 b,CONFIRMED,CANDIDATE,,,,,,3.481538,4.2e-05,-4.2e-05,132.9944,0.0039,-0.0039,0.79,0.63,-0.63,1.7906,,,143,,,1.36,0.31,-0.31,1146.0,,,,,,26.3,,,5481.0,50.0,-50.0,4.42,0.1,-0.1,1.012,0.097,-0.097,290.68225,37.35511,13.615
166,355,5780460,K01005.01,Kepler-747 b,CONFIRMED,CANDIDATE,,,,,,35.61758,0.00018,-0.00018,197.0354,0.0016,-0.0016,0.054,0.1,-0.1,8.3784,,,4026,,,4.8,2.4,-2.4,453.0,,,,,,175.8,,,5131.0,76.0,-76.0,4.54,0.3,-0.3,0.77,0.39,-0.39,288.4165,41.0298,15.703
167,361,8351704,K01146.01,Kepler-779 b,CONFIRMED,CANDIDATE,,,,,,7.097028,9.4e-05,-9.4e-05,136.3479,0.0047,-0.0047,0.82,0.56,-0.56,2.0946,,,388,,,1.15,0.49,-0.49,525.0,,,,,,21.5,,,4018.0,200.0,-200.0,4.74,0.3,-0.3,0.517,0.027,-0.027,285.62854,44.31089,15.649
169,364,8410727,K01148.02,Kepler-270 c,CONFIRMED,CANDIDATE,,,,,,25.2629,0.0006,-0.0006,134.205,0.012,-0.012,0.854,0.1,-0.1,5.2384,,,119,,,1.59,0.59,-0.59,760.0,,,,,,14.0,,,6419.0,111.0,-111.0,4.29,0.3,-0.3,1.28,0.47,-0.47,282.2001,44.422298,13.908
170,366,8278371,K01150.01,Kepler-780 b,CONFIRMED,CANDIDATE,,,,,,0.6773911,8e-06,-8e-06,133.9393,0.0015,-0.0015,0.864,0.1,-0.1,2.1997,,,74,,,1.1,0.13,-0.13,2154.0,,,,,,42.7,,,5731.0,50.0,-50.0,4.37,0.1,-0.1,1.09,0.12,-0.12,281.76639,44.292549,13.326
173,369,8280511,K01151.03,Kepler-271 d,CONFIRMED,CANDIDATE,,,,,,5.24948,0.00016,-0.00016,135.483,0.011,-0.011,0.48,0.21,-0.21,2.8576,,,48,,,0.7,0.26,-0.26,1039.0,,,,,,16.0,,,5759.0,70.0,-70.0,4.43,0.3,-0.3,0.97,0.35,-0.35,283.00296,44.284229,13.404
174,371,3835670,K00149.01,Kepler-473 b,CONFIRMED,CANDIDATE,,,,,,14.557339,5e-05,-5e-05,145.0943,0.0013,-0.0013,0.07,0.1,-0.1,7.7648,,,962,,,5.51,0.6,-0.6,962.0,,,,,,194.4,,,5642.0,50.0,-50.0,3.97,0.1,-0.1,1.79,0.2,-0.2,286.6301,38.945599,13.397
175,372,11754553,K00775.02,Kepler-52 b,CONFIRMED,CANDIDATE,,,,,,7.877356,3.8e-05,-3.8e-05,176.3769,0.0015,-0.0015,0.81,0.29,-0.29,2.4223,,,1297,,,2.21,0.23,-0.23,541.0,,,,,,61.8,,,4222.0,65.0,-65.0,4.72,0.3,-0.3,0.548,0.011,-0.011,286.73804,49.97575,15.095
177,375,11812062,K00776.01,Kepler-673 b,CONFIRMED,CANDIDATE,,,,,,3.7287325,3.2e-06,-3.2e-06,171.79256,0.00027,-0.00027,0.03,0.38,-0.38,2.6047,,,5149,,,5.5,2.9,-2.9,1013.0,,,,,,386.4,,,5482.0,84.0,-84.0,4.59,0.3,-0.3,0.79,0.41,-0.41,290.78574,50.054119,15.523
178,377,11853255,K00778.01,Kepler-674 b,CONFIRMED,CANDIDATE,,,,,,2.24338,1.2e-05,-1.2e-05,170.6785,0.0012,-0.0012,0.64,0.85,-0.85,1.0671,,,791,,,1.61,0.63,-0.63,822.0,,,,,,45.7,,,4215.0,65.0,-65.0,4.72,0.3,-0.3,0.547,0.011,-0.011,285.17621,50.149818,15.135
179,379,11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,,,,,,2.3374551,5.6e-06,-5.6e-06,171.75876,0.00078,-0.00078,0.24,0.81,-0.81,1.9584,,,950,,,2.03,0.99,-0.99,1020.0,,,,,,88.9,,,4963.0,76.0,-76.0,4.66,0.3,-0.3,0.67,0.32,-0.32,293.83331,50.23035,15.334
180,381,11923270,K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,,,,,,11.598192,3.1e-05,-3.1e-05,180.39484,0.00089,-0.00089,0.71,0.52,-0.52,2.4781,,,2928,,,2.99,0.48,-0.48,441.0,,,,,,81.2,,,3983.0,200.0,-200.0,4.74,0.3,-0.3,0.516,0.027,-0.027,296.22195,50.28722,15.937
181,382,11960862,K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,,,,,,6.575324,1.3e-05,-1.3e-05,173.63286,0.00068,-0.00068,0.3,0.13,-0.13,4.291,,,2741,,,5.5,2.5,-2.5,1030.0,,,,,,225.5,,,6014.0,102.0,-102.0,4.41,0.3,-0.3,1.04,0.47,-0.47,290.09805,50.321609,15.312
182,383,8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,,,,,,11.523063,2.8e-05,-2.8e-05,131.96866,0.00092,-0.00092,0.833,0.1,-0.1,4.0638,,,510,,,2.78,0.3,-0.3,823.0,,,,,,165.9,,,5714.0,60.0,-60.0,4.39,0.1,-0.1,1.09,0.12,-0.12,284.48245,44.398041,12.346
183,384,7678434,K00892.02,Kepler-716 c,CONFIRMED,CANDIDATE,,,,,,3.970006,5.3e-05,-5.3e-05,137.7496,0.0043,-0.0043,0.79,0.33,-0.33,1.3638,,,255,,,1.31,0.7,-0.7,923.0,,,,,,17.8,,,5166.0,80.0,-80.0,4.6,0.3,-0.3,0.74,0.38,-0.38,290.39322,43.363899,15.193
184,385,7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,,,,,,4.408468,4.6e-05,-4.6e-05,172.1792,0.0035,-0.0035,0.04,0.18,-0.18,4.6495,,,557,,,2.3,1.1,-1.1,1145.0,,,,,,46.9,,,6018.0,120.0,-120.0,4.46,0.3,-0.3,0.99,0.45,-0.45,292.96555,43.34639,15.662
186,389,7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,,,,,,6.308207,2.5e-05,-2.5e-05,174.0463,0.0013,-0.0013,0.53,0.29,-0.29,3.0319,,,1308,,,3.22,0.34,-0.34,839.0,,,,,,106.8,,,5190.0,150.0,-150.0,4.52,0.2,-0.2,0.874,0.077,-0.077,293.0614,43.58136,15.258
187,390,7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,,,,,,2.05234974,5.1e-07,-5.1e-07,169.889865,6.5e-05,-6.5e-05,0.332,0.1,-0.1,2.054,,,14509,,,11.5,6.1,-6.1,1440.0,,,,,,1285.7,,,5875.0,153.0,-153.0,4.46,0.3,-0.3,0.96,0.5,-0.5,299.56189,43.503559,15.257
190,397,8125580,K01014.01,Kepler-749 b,CONFIRMED,CANDIDATE,,,,,,17.31729,0.00012,-0.00012,142.3554,0.0027,-0.0027,0.43,0.58,-0.58,3.1141,,,1478,,,2.71,0.77,-0.77,531.0,,,,,,38.6,,,4922.0,73.0,-73.0,4.6,0.3,-0.3,0.7,0.022,-0.022,299.89722,43.903912,15.759
192,399,8158127,K01015.02,Kepler-750 c,CONFIRMED,CANDIDATE,,,,,,4.08902,8.7e-05,-8.7e-05,135.7556,0.0069,-0.0069,0.29,0.24,-0.24,3.2601,,,161,,,1.31,0.39,-0.39,1218.0,,,,,,19.4,,,6243.0,200.0,-200.0,4.47,0.3,-0.3,1.02,0.3,-0.3,289.09689,44.004379,14.5
193,401,8174625,K01017.01,Kepler-751 b,CONFIRMED,CANDIDATE,,,,,,17.44487,0.00012,-0.00012,141.6799,0.0027,-0.0027,0.9,0.87,-0.87,4.5588,,,848,,,3.4,1.5,-1.5,674.0,,,,,,55.4,,,5530.0,103.0,-103.0,4.41,0.3,-0.3,0.95,0.43,-0.43,294.84384,44.077679,15.007
194,405,12020329,K00783.01,Kepler-678 b,CONFIRMED,CANDIDATE,,,,,,7.275026,1.4e-05,-1.4e-05,169.99458,0.00068,-0.00068,0.5956,0.1,-0.1,7.5923,,,3076,,,4.3,1.1,-1.1,782.0,,,,,,363.2,,,5379.0,117.0,-117.0,4.61,0.3,-0.3,0.76,0.2,-0.2,295.45529,50.49456,15.08
195,406,12066335,K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,,,,,,19.27147,0.00016,-0.00016,186.775,0.0029,-0.0029,0.5,0.19,-0.19,2.9239,,,1199,,,1.93,0.73,-0.73,406.0,,,,,,40.3,,,4237.0,69.0,-69.0,4.72,0.3,-0.3,0.551,0.011,-0.011,293.97336,50.53191,15.385
196,407,9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,,,,,,7.125967,4e-05,-4e-05,139.0032,0.002,-0.002,0.558,0.1,-0.1,2.8255,,,185,,,1.91,0.45,-0.45,1182.0,,,,,,61.9,,,6398.0,91.0,-91.0,4.25,0.3,-0.3,1.35,0.32,-0.32,287.88733,46.276241,12.791
197,409,12070811,K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,,,,,,12.39343,0.00013,-0.00013,178.7492,0.0035,-0.0035,0.81,0.32,-0.32,3.5953,,,942,,,2.8,1.3,-1.3,701.0,,,,,,39.3,,,5605.0,86.0,-86.0,4.58,0.3,-0.3,0.82,0.37,-0.37,296.02133,50.56778,15.505
198,410,12110942,K00786.01,Kepler-680 b,CONFIRMED,CANDIDATE,,,,,,3.689938,3.2e-05,-3.2e-05,170.3633,0.0026,-0.0026,0.22,0.44,-0.44,2.5319,,,454,,,1.88,0.75,-0.75,1122.0,,,,,,36.6,,,5853.0,112.0,-112.0,4.54,0.3,-0.3,0.89,0.35,-0.35,291.62241,50.61824,15.242
200,412,12366084,K00787.02,Kepler-232 c,CONFIRMED,CANDIDATE,,,,,,11.379344,8.3e-05,-8.3e-05,133.8511,0.0028,-0.0028,0.877,0.1,-0.1,2.3699,,,1072,,,3.4,1.7,-1.7,762.0,,,,,,42.5,,,5774.0,130.0,-130.0,4.54,0.3,-0.3,0.88,0.45,-0.45,295.81616,51.121738,15.367
201,413,12404086,K00788.01,Kepler-681 b,CONFIRMED,CANDIDATE,,,,,,26.39452,0.0002,-0.0002,176.0527,0.0025,-0.0025,0.76,0.69,-0.69,3.5254,,,1524,,,3.0,2.0,-2.0,469.0,,,,,,49.9,,,5070.0,91.0,-91.0,4.63,0.3,-0.3,0.7,0.44,-0.44,289.39972,51.25032,15.234
203,416,7870390,K00898.03,Kepler-83 c,CONFIRMED,CANDIDATE,,,,,,20.08976,0.00021,-0.00021,147.9838,0.0037,-0.0037,0.59,0.69,-0.69,3.5778,,,1448,,,2.36,0.35,-0.35,450.0,,,,,,40.1,,,4648.0,100.0,-100.0,4.69,0.2,-0.2,0.607,0.029,-0.029,282.23251,43.66563,15.777
207,420,7907423,K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,,,,,,15.36829,0.00013,-0.00013,147.3915,0.0029,-0.0029,0.82,0.3,-0.3,2.5239,,,758,,,1.54,0.2,-0.2,380.0,,,,,,37.1,,,3803.0,200.0,-200.0,4.76,0.3,-0.3,0.492,0.022,-0.022,296.98505,43.65852,15.234
